complaint_id,complaint_date,market,channel,product_line,root_cause,severity,resolution_days,resolved,escalated_to_regulator,repeat_complaint
C117061,2026-05-04,CA,Call,Card Services,Delayed dispute resolution,Medium,7.6,True,False,True
C124391,2026-05-04,UK,Chat,Travel & Lifestyle,Agent miscommunication,Medium,1.5,True,False,False
C141666,2026-05-04,US,Chat,Merchant Services,Rewards/points not credited,Medium,2.2,True,False,False
C147950,2026-05-04,CA,Email,Billing & Statements,Billing/charge discrepancy,Low,0.9,True,False,False
C149818,2026-05-04,MX,Chat,Card Services,Privacy/data handling concern,Low,3.0,True,False,True
C123243,2026-05-04,US,Chat,Card Services,Billing/charge discrepancy,Low,4.2,True,False,True
C104120,2026-05-04,IN,Call,Digital/App,Delayed dispute resolution,Medium,6.2,True,False,False
C147834,2026-05-04,US,Call,Billing & Statements,Privacy/data handling concern,Low,8.6,True,False,False
C105044,2026-05-04,US,Chat,Billing & Statements,Rewards/points not credited,Medium,1.9,True,False,False
C138198,2026-05-04,US,Email,Billing & Statements,App/digital platform bug,Medium,10.6,True,False,False
C108515,2026-05-04,MX,Chat,Merchant Services,Agent miscommunication,Low,2.0,True,False,False
C142787,2026-05-04,CA,Email,Merchant Services,Delayed dispute resolution,Low,9.0,True,False,False
C138225,2026-05-04,US,Call,Billing & Statements,Delayed dispute resolution,Low,27.0,True,False,False
C128202,2026-05-04,CA,Chat,Digital/App,Delayed dispute resolution,Low,6.5,True,False,False
C125884,2026-05-04,CA,Email,Rewards & Membership,Delayed dispute resolution,Medium,7.0,True,False,False
C110024,2026-05-04,SG,Call,Merchant Services,Delayed dispute resolution,Medium,17.7,False,False,False
C123469,2026-05-04,SG,Chat,Billing & Statements,App/digital platform bug,Medium,22.4,True,False,False
C100284,2026-05-04,US,Chat,Billing & Statements,Privacy/data handling concern,Medium,3.3,True,True,False
C106529,2026-05-04,MX,Social,Card Services,Delayed dispute resolution,Medium,7.9,True,False,False
C103385,2026-05-04,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,3.0,True,False,False
C146410,2026-05-04,CA,Call,Merchant Services,Fraud/unauthorized charge handling,Low,6.3,True,False,True
C126102,2026-05-04,US,Email,Merchant Services,App/digital platform bug,Medium,26.9,True,False,False
C115832,2026-05-04,IN,Call,Travel & Lifestyle,Delayed dispute resolution,Low,2.4,True,False,False
C109242,2026-05-04,UK,Social,Billing & Statements,Rewards/points not credited,Medium,1.3,True,False,False
C107881,2026-05-04,US,Call,Merchant Services,Delayed dispute resolution,High,4.3,True,False,False
C112070,2026-05-04,US,Call,Digital/App,App/digital platform bug,Medium,5.2,True,False,False
C124684,2026-05-04,US,Call,Rewards & Membership,Agent miscommunication,Low,4.4,True,True,False
C137284,2026-05-04,UK,Call,Merchant Services,Billing/charge discrepancy,Medium,5.8,True,False,False
C105411,2026-05-04,US,Social,Merchant Services,Delayed dispute resolution,Low,17.6,True,False,False
C109642,2026-05-04,US,Chat,Card Services,Delayed dispute resolution,Low,4.2,True,False,False
C115964,2026-05-04,IN,Call,Card Services,App/digital platform bug,Medium,1.6,True,False,False
C126629,2026-05-04,US,Email,Card Services,Agent miscommunication,High,0.9,True,True,False
C120777,2026-05-04,IN,Chat,Card Services,Agent miscommunication,Low,3.8,True,False,False
C117126,2026-05-04,US,Email,Digital/App,Delayed dispute resolution,Low,8.6,True,False,False
C107923,2026-05-04,SG,Call,Digital/App,Agent miscommunication,Low,3.9,True,False,False
C108335,2026-05-04,UK,Call,Merchant Services,Privacy/data handling concern,Low,5.5,True,True,True
C139814,2026-05-04,US,Chat,Rewards & Membership,Fraud/unauthorized charge handling,Medium,0.6,True,False,False
C142520,2026-05-04,MX,Call,Merchant Services,Rewards/points not credited,Low,0.2,True,False,False
C121708,2026-05-04,IN,Call,Travel & Lifestyle,App/digital platform bug,High,10.5,True,False,False
C117927,2026-05-04,IN,Chat,Rewards & Membership,Delayed dispute resolution,High,33.1,True,True,False
C130892,2026-05-04,AU,Chat,Billing & Statements,Billing/charge discrepancy,Medium,3.2,True,False,False
C115065,2026-05-04,US,Call,Card Services,Rewards/points not credited,High,2.6,True,False,False
C124802,2026-05-04,UK,Social,Card Services,Privacy/data handling concern,Medium,2.9,False,False,False
C144592,2026-05-04,AU,Call,Card Services,Billing/charge discrepancy,Low,1.8,True,False,False
C119261,2026-05-04,US,Call,Merchant Services,Privacy/data handling concern,High,7.4,True,False,False
C135839,2026-05-04,UK,Call,Digital/App,App/digital platform bug,Low,9.5,True,False,False
C116888,2026-05-04,US,Call,Merchant Services,Fraud/unauthorized charge handling,Low,5.5,True,False,True
C117294,2026-05-04,US,Call,Card Services,Delayed dispute resolution,Low,5.1,True,False,False
C121256,2026-05-04,SG,Chat,Billing & Statements,Agent miscommunication,Medium,5.7,False,False,True
C133204,2026-05-04,CA,Email,Digital/App,Agent miscommunication,Low,1.5,True,False,True
C112557,2026-05-04,UK,Chat,Billing & Statements,Billing/charge discrepancy,Low,1.3,True,False,False
C145440,2026-05-04,US,Social,Rewards & Membership,Fraud/unauthorized charge handling,Medium,16.2,True,False,False
C115358,2026-05-04,US,Chat,Travel & Lifestyle,Rewards/points not credited,Medium,1.3,True,False,False
C137402,2026-05-04,US,Social,Digital/App,Delayed dispute resolution,High,5.6,True,False,True
C147887,2026-05-04,US,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,7.2,True,False,False
C137368,2026-05-04,US,Call,Travel & Lifestyle,Billing/charge discrepancy,High,5.1,True,False,False
C149566,2026-05-04,IN,Call,Travel & Lifestyle,Billing/charge discrepancy,Medium,5.7,False,False,False
C128468,2026-05-04,UK,Call,Card Services,Delayed dispute resolution,Medium,3.5,False,False,False
C149871,2026-05-04,CA,Chat,Billing & Statements,Delayed dispute resolution,Low,14.5,True,False,True
C115221,2026-05-04,IN,Call,Merchant Services,Other,Medium,3.9,True,False,True
C107650,2026-05-04,SG,Call,Card Services,Rewards/points not credited,Low,3.9,True,False,False
C115668,2026-05-05,AU,Call,Merchant Services,Delayed dispute resolution,Low,9.1,True,False,False
C124250,2026-05-05,UK,Chat,Digital/App,Delayed dispute resolution,Medium,10.9,True,False,False
C103386,2026-05-05,US,Call,Billing & Statements,Privacy/data handling concern,Medium,1.4,True,False,False
C142852,2026-05-05,CA,Email,Digital/App,Fraud/unauthorized charge handling,Medium,8.2,True,False,False
C119313,2026-05-05,UK,Call,Rewards & Membership,Billing/charge discrepancy,High,1.4,True,False,True
C107025,2026-05-05,US,Call,Rewards & Membership,Billing/charge discrepancy,Medium,4.5,True,False,False
C138920,2026-05-05,US,Chat,Rewards & Membership,Delayed dispute resolution,High,3.3,True,False,False
C141418,2026-05-05,UK,Email,Rewards & Membership,Billing/charge discrepancy,Low,5.8,True,False,True
C146369,2026-05-05,AU,Call,Card Services,Agent miscommunication,Medium,3.6,True,False,False
C130134,2026-05-05,US,Call,Rewards & Membership,Agent miscommunication,Low,1.3,True,False,False
C137528,2026-05-05,US,Email,Card Services,Fraud/unauthorized charge handling,Low,7.7,False,False,False
C123422,2026-05-05,UK,Email,Merchant Services,Fraud/unauthorized charge handling,High,12.9,True,False,False
C116093,2026-05-05,US,Chat,Rewards & Membership,Billing/charge discrepancy,Medium,6.7,True,False,False
C134095,2026-05-05,AU,Chat,Digital/App,Billing/charge discrepancy,Low,0.5,True,False,False
C128017,2026-05-05,AU,Call,Rewards & Membership,Fraud/unauthorized charge handling,Medium,12.7,True,False,False
C132675,2026-05-05,US,Social,Billing & Statements,Rewards/points not credited,Low,11.6,True,False,False
C109956,2026-05-05,AU,Call,Merchant Services,Rewards/points not credited,High,0.3,True,False,False
C120752,2026-05-05,IN,Call,Card Services,Rewards/points not credited,Medium,2.3,True,False,False
C119308,2026-05-05,IN,Call,Rewards & Membership,App/digital platform bug,Medium,14.2,True,False,False
C102228,2026-05-05,UK,Social,Travel & Lifestyle,App/digital platform bug,Medium,9.5,True,False,True
C106178,2026-05-05,US,Chat,Merchant Services,Billing/charge discrepancy,Medium,5.1,True,False,False
C116357,2026-05-05,IN,Social,Card Services,App/digital platform bug,Low,5.3,True,False,False
C106737,2026-05-05,CA,Call,Card Services,Billing/charge discrepancy,Medium,3.0,True,False,False
C111776,2026-05-05,US,Call,Rewards & Membership,App/digital platform bug,Low,10.2,True,False,False
C104370,2026-05-05,US,Call,Rewards & Membership,Privacy/data handling concern,Low,1.8,True,False,False
C123091,2026-05-05,UK,Call,Merchant Services,Fraud/unauthorized charge handling,Medium,12.0,True,False,False
C143631,2026-05-05,US,Call,Merchant Services,Billing/charge discrepancy,High,0.5,True,True,True
C148220,2026-05-05,CA,Email,Travel & Lifestyle,Rewards/points not credited,Medium,2.9,True,False,True
C113646,2026-05-05,UK,Social,Merchant Services,Privacy/data handling concern,High,6.3,True,False,False
C142993,2026-05-05,MX,Email,Travel & Lifestyle,Delayed dispute resolution,Low,27.3,True,False,False
C143138,2026-05-05,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,1.9,True,False,False
C128686,2026-05-05,IN,Call,Card Services,Billing/charge discrepancy,Medium,3.4,True,False,False
C104173,2026-05-05,US,Chat,Merchant Services,Privacy/data handling concern,High,7.6,False,False,False
C141129,2026-05-05,US,Social,Travel & Lifestyle,Agent miscommunication,Medium,5.4,True,False,False
C121797,2026-05-05,UK,Social,Rewards & Membership,Billing/charge discrepancy,Medium,4.7,True,False,False
C127859,2026-05-05,US,Call,Billing & Statements,Privacy/data handling concern,Low,0.9,True,True,False
C147037,2026-05-05,US,Chat,Merchant Services,Billing/charge discrepancy,High,1.1,True,False,False
C101595,2026-05-05,US,Call,Card Services,Privacy/data handling concern,Medium,2.0,True,True,True
C112821,2026-05-05,AU,Chat,Rewards & Membership,Billing/charge discrepancy,Low,0.8,True,False,False
C131465,2026-05-05,IN,Chat,Digital/App,Fraud/unauthorized charge handling,High,12.7,True,True,True
C131552,2026-05-05,CA,Call,Card Services,Other,Low,3.3,True,False,False
C115295,2026-05-05,US,Email,Merchant Services,Other,Low,3.4,True,False,False
C147106,2026-05-05,US,Email,Billing & Statements,Billing/charge discrepancy,Low,2.7,True,False,False
C116600,2026-05-05,US,Social,Billing & Statements,App/digital platform bug,Medium,10.0,True,False,False
C137256,2026-05-05,SG,Social,Travel & Lifestyle,App/digital platform bug,Medium,11.5,True,False,False
C147366,2026-05-05,SG,Call,Travel & Lifestyle,Rewards/points not credited,High,0.7,True,False,False
C106050,2026-05-05,US,Email,Digital/App,Fraud/unauthorized charge handling,High,5.6,True,True,False
C124886,2026-05-05,SG,Call,Digital/App,Agent miscommunication,Low,0.7,False,False,False
C135711,2026-05-05,SG,Call,Merchant Services,Fraud/unauthorized charge handling,Medium,7.1,True,False,False
C117362,2026-05-05,SG,Chat,Merchant Services,Delayed dispute resolution,Medium,5.4,True,False,False
C112209,2026-05-06,CA,Email,Rewards & Membership,App/digital platform bug,Medium,20.9,True,False,False
C107240,2026-05-06,AU,Chat,Merchant Services,Agent miscommunication,Low,2.7,True,False,True
C146123,2026-05-06,AU,Call,Merchant Services,Delayed dispute resolution,Low,30.0,True,False,False
C124369,2026-05-06,CA,Chat,Travel & Lifestyle,Billing/charge discrepancy,Low,3.8,True,False,False
C143515,2026-05-06,MX,Call,Card Services,Delayed dispute resolution,Low,7.0,True,False,True
C119159,2026-05-06,AU,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,11.3,True,False,False
C146943,2026-05-06,US,Call,Billing & Statements,Delayed dispute resolution,Low,7.8,True,False,False
C135692,2026-05-06,UK,Call,Billing & Statements,Delayed dispute resolution,Low,5.3,True,False,True
C100037,2026-05-06,US,Call,Card Services,Delayed dispute resolution,Medium,21.4,False,False,False
C132191,2026-05-06,US,Email,Rewards & Membership,Billing/charge discrepancy,Low,4.3,True,False,False
C115918,2026-05-06,IN,Call,Digital/App,Billing/charge discrepancy,Medium,6.4,True,False,False
C139200,2026-05-06,SG,Chat,Rewards & Membership,Delayed dispute resolution,High,7.4,True,True,False
C112143,2026-05-06,IN,Call,Billing & Statements,Delayed dispute resolution,Low,10.7,True,False,False
C103849,2026-05-06,SG,Email,Card Services,Delayed dispute resolution,Low,8.6,True,False,False
C124576,2026-05-06,US,Social,Travel & Lifestyle,Billing/charge discrepancy,High,4.3,False,False,False
C128962,2026-05-06,US,Call,Travel & Lifestyle,App/digital platform bug,Low,10.8,True,False,True
C112228,2026-05-06,US,Chat,Billing & Statements,Delayed dispute resolution,Medium,26.7,True,False,False
C120410,2026-05-06,US,Chat,Rewards & Membership,Agent miscommunication,Low,10.8,True,False,False
C139287,2026-05-06,US,Email,Billing & Statements,Fraud/unauthorized charge handling,Low,30.3,True,False,True
C102619,2026-05-06,AU,Call,Digital/App,Other,Low,3.7,True,True,False
C137704,2026-05-06,MX,Call,Card Services,Other,Low,6.6,True,False,False
C131275,2026-05-06,CA,Call,Card Services,Privacy/data handling concern,Low,3.1,True,True,False
C130964,2026-05-06,CA,Chat,Rewards & Membership,Agent miscommunication,Low,4.2,True,False,False
C116597,2026-05-06,AU,Social,Card Services,Privacy/data handling concern,High,1.3,True,True,True
C120288,2026-05-06,UK,Call,Rewards & Membership,App/digital platform bug,Medium,11.5,True,False,False
C138038,2026-05-06,MX,Chat,Travel & Lifestyle,Delayed dispute resolution,Medium,19.1,True,False,False
C133521,2026-05-06,US,Call,Rewards & Membership,Privacy/data handling concern,Low,2.2,True,True,True
C120449,2026-05-06,US,Social,Billing & Statements,Billing/charge discrepancy,Medium,1.1,True,False,False
C133977,2026-05-06,SG,Chat,Digital/App,Billing/charge discrepancy,High,0.3,True,False,False
C137676,2026-05-06,UK,Chat,Merchant Services,Billing/charge discrepancy,Medium,4.0,True,False,False
C133001,2026-05-06,US,Call,Card Services,Billing/charge discrepancy,Low,6.1,True,False,True
C136642,2026-05-06,US,Chat,Merchant Services,Billing/charge discrepancy,Low,2.2,True,False,False
C106570,2026-05-06,IN,Email,Rewards & Membership,Other,Low,9.6,True,False,False
C134635,2026-05-06,UK,Call,Billing & Statements,Delayed dispute resolution,Medium,23.1,False,True,False
C116912,2026-05-06,UK,Call,Digital/App,Other,High,1.3,True,False,False
C100131,2026-05-06,US,Chat,Billing & Statements,Rewards/points not credited,Low,2.5,False,False,False
C146547,2026-05-06,CA,Email,Travel & Lifestyle,Billing/charge discrepancy,Medium,4.2,True,True,False
C145925,2026-05-06,CA,Call,Billing & Statements,Fraud/unauthorized charge handling,High,7.6,True,True,False
C129702,2026-05-06,CA,Call,Travel & Lifestyle,Agent miscommunication,High,7.1,True,False,True
C102967,2026-05-06,US,Chat,Digital/App,Delayed dispute resolution,Low,8.6,True,False,False
C113298,2026-05-06,AU,Chat,Travel & Lifestyle,Delayed dispute resolution,High,14.9,True,True,False
C105963,2026-05-06,IN,Chat,Digital/App,Billing/charge discrepancy,Low,0.5,False,False,False
C130578,2026-05-06,US,Social,Merchant Services,Billing/charge discrepancy,Low,7.0,True,False,False
C143252,2026-05-07,CA,Email,Billing & Statements,Fraud/unauthorized charge handling,High,4.3,True,True,False
C105392,2026-05-07,US,Chat,Rewards & Membership,Delayed dispute resolution,Low,7.7,True,False,True
C107528,2026-05-07,IN,Email,Digital/App,Billing/charge discrepancy,Low,2.5,True,False,False
C134850,2026-05-07,SG,Email,Travel & Lifestyle,Rewards/points not credited,High,8.5,True,False,True
C115432,2026-05-07,SG,Call,Billing & Statements,Delayed dispute resolution,Medium,7.1,True,False,False
C134740,2026-05-07,SG,Chat,Rewards & Membership,Agent miscommunication,Low,2.4,True,False,False
C109381,2026-05-07,UK,Call,Travel & Lifestyle,Delayed dispute resolution,High,11.4,True,False,False
C116706,2026-05-07,UK,Call,Card Services,Billing/charge discrepancy,Low,1.0,True,False,False
C112590,2026-05-07,MX,Call,Billing & Statements,App/digital platform bug,Medium,1.5,True,False,False
C146278,2026-05-07,US,Call,Card Services,Billing/charge discrepancy,Low,3.2,True,False,False
C127267,2026-05-07,US,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,4.1,True,False,False
C107988,2026-05-07,US,Chat,Billing & Statements,Agent miscommunication,Low,5.3,True,False,False
C114712,2026-05-07,CA,Email,Travel & Lifestyle,Delayed dispute resolution,Medium,15.6,True,False,True
C149594,2026-05-07,UK,Social,Rewards & Membership,Agent miscommunication,Low,3.9,True,False,False
C128342,2026-05-07,IN,Email,Merchant Services,Billing/charge discrepancy,Low,3.5,True,False,False
C149102,2026-05-07,US,Chat,Travel & Lifestyle,Billing/charge discrepancy,High,2.7,False,False,False
C134956,2026-05-07,US,Call,Rewards & Membership,Rewards/points not credited,Medium,2.2,False,False,False
C132933,2026-05-07,IN,Chat,Card Services,Fraud/unauthorized charge handling,Low,11.2,True,False,False
C140139,2026-05-07,IN,Social,Merchant Services,Delayed dispute resolution,Low,25.5,True,False,False
C121300,2026-05-07,IN,Email,Card Services,Privacy/data handling concern,Medium,2.3,True,False,False
C114157,2026-05-07,IN,Chat,Card Services,Fraud/unauthorized charge handling,Low,11.5,True,False,False
